abdominales aβðominales
bollito boʝito
bandita bandita
infierno iɱfjeɾno
tarjeta taɾxeta
asesinato asesinato
asilo asilo
muestra mwestɾa
galleta ɡaʝeta
humano umano
sargento saɾxento
sargento saɾxento
maniaco manjako
peplum peplum
elegido elexiðo
totalidad totaliðað
maniaca manjaka
euforia ewfoɾja
equipamiento ekipamjento
sándwich saŋɡwiʧ
meridiano meɾiðjano
roca roka
trabajadores tɾaβaxaðoɾes
trabajador tɾaβaxaðoɾ
margarina maɾɣaɾina
sistemas sistemas
epidemia epiðemja
españolas espaɲolas
ábsida aβsiða
ábside aβsiðe
embalsadero embalsaðeɾo
viruela biɾwela
mitra mitɾa
mártir maɾtiɾ
comanche komanʲʧe
comanche komanʲʧe
cafiche kafiʧe
ahijado ajxaðo
ábrego aβɾeɣo
lisura lisuɾa
canalla kanaʝa
canalla kanaʝa
aguja aɣuxa
venia benja
madrasa maðɾasa
caspa kaspa
suelto swel̪to
cabo kaβo
horcón oɾkon
bulín bulin
bulín bulin
monstruo monstɾwo
informativo iɱfoɾmatiβo
tila tila
sostén sosten
antimateria antimateɾja
directo diɾeɣto
terno teɾno
adentro aðentɾo
público puβliko
amento amento
carga kaɾɣa
carga kaɾɣa
muertos mweɾtos
truco tɾuko
guadaña ɡwaðaɲa
ábrigo aβɾiɣo
ácana akana
milla miʝa
ácaro akaɾo
amuleto amuleto
hijita ixita
palco palko
globo ɡloβo
despertar despeɾtaɾ
modestia moðestja
perpetua peɾpetwa
concordato koŋkoɾðato
ápex apeɣs
austriaca awstɾjaka
austriaco awstɾjako
argentino aɾxentino
propriedad pɾopɾjeðað
propiedad pɾopjeðað
neonato neonato
sotana sotana
evo eβo
cantidad kantiðað
locura lokuɾa
sidra siðɾa
temerario temeɾaɾjo
naufragio nawfɾaxjo
federalista feðeɾalista
vuelto bwel̪to
federalismo feðeɾalizmo
recuerdo rekweɾðo
menudo menuðo
aja axa
conformista koɱfoɾmista
blancos blaŋkos
androginia andɾoxinja
comble komble
separata sepaɾata
separata sepaɾata
coaching koʧin
tucán tukan
trasbordo tɾazβoɾðo
tucanes tukanes
respecto respeɣto
osteoblasto osteoβlasto
cuadragésimo kwaðɾaxesimo
cuadringentésimo kwaðɾiŋxentesimo
tinieblas tinjeβlas
tormento toɾmento
retablo retaβlo
millonésimo miʝonesimo
fibra fiβɾa
comparsero kompaɾseɾo
nonagésimo nonaxesimo
quingentésimo kiŋxentesimo
milésimo milesimo
finalista finalista
bibliografía biβljoɣɾafia
culebra kuleβɾa
mochila moʧila
cuesta kwesta
septingentésimo seβtiŋxentesimo
septuagésimo seβtwaxesimo
convento kombento
trigésimo tɾixesimo
sexagésimo seɣsaxesimo
microfilm mikɾofilm
noningentésimo noniŋxentesimo
octogésimo oɣtoxesimo
dominio dominjo
octingentésimo oɣtiŋxentesimo
depilatorio depilatoɾjo
alfil alfil
cuartel kwaɾtel
fiebre fjeβɾe
cuero kweɾo
gesta xesta
tanque taŋke
grueso ɡɾweso
plomero plomeɾo
chuleta ʧuleta
malandra malandɾa
expediente eɣspeðjente
enfermera eɱfeɾmeɾa
liturgia lituɾxja
ruido rwiðo
espía espia
indirecta indiɾeɣta
exacto eɣsaɣto
comodín komoðin
equilibrio ekiliβɾjo
reja rexa
reja rexa
criatura kɾjatuɾa
griega ɡɾjeɣa
guion ɡjon
flujo fluxo
juma xuma
virgen biɾxen
finés fines
estratega estɾateɣa
traficante tɾafikante
quepí kepi
griego ɡɾjeɣo
griego ɡɾjeɣo
visitadora bisitaðoɾa
temporada tempoɾaða
inmoralidad immoɾaliðað
etnia eðnja
checo ʧeko
checo ʧeko
checo ʧeko
crin kɾin
exactitudes eɣsaɣtituðes
confidentes koɱfiðentes
régimen reximen
timples timples
diablos djaβlos
retablos retaβlos
ultras ul̪tɾas
ralea ralea
dixie diɣsi
playlist plajlist
malta mal̪ta
pellejo peʝexo
cojo koxo
basamento basamento
billón biʝon
carpeta kaɾpeta
esclusa esklusa
alana alana
patoja patoxa
concho konʲʧo
clásico klasiko
reclusa reklusa
recluso rekluso
tule tule
campeón kampeon
paquete pakete
rostro rostɾo
móvil teˌlefono moβil
cartero kaɾteɾo
móvil moβil
orgullo oɾɣuʝo
condado kondaðo
desierto desjeɾto
cartera kaɾteɾa
medalla meðaʝa
hoyo oʝo
trago tɾaɣo
saco sako
pola pola
cobarde koβaɾðe
respingo respiŋɡo
ve ˌdoβle βe
vacuo bakwo
minga miŋɡa
minga miŋɡa
propano pɾopano
mingo miŋɡo
tinte tinte
amigas amiɣas
mosto mosto
musa musa
complexión kompleɣsjon
castigo kastiɣo
médica meðika
pipo pipo
cadete kaðete
impuesto impwesto
estadía estaðia
tinto tinto
vulcanismo bulkanizmo
caricatura kaɾikatuɾa
grafiti ɡɾafiti
parlas paɾlas
feudo fewðo
ogro oɣɾo
rapista rapista
metabolismo metaβolizmo
bisté biste
cantinero kantineɾo
cado kaðo
hermanastro eɾmanastɾo
bisabuelo bisaβwelo
tijera tixeɾa
polvos polβos
polvos polβos
hijastro ixastɾo
bisnieto biznjeto
suegro sweɣɾo
aires ajɾes
nuera nweɾa
poroto poɾoto
nieto njeto
padrastro paðɾastɾo
sobrino soβɾino
amores amoɾes
madrastra maðɾastɾa
mili mili
alicate alikate
cuñado kuɲaðo
sostenibilidad sosteniβiliðað
moraleja moɾalexa
carabina kaɾaβina
novelista noβelista
vereda beɾeða
pernil peɾnil
padrino paðɾino
rasca raska
vedete beðete
diodo djoðo
amalgama amalɣama
dominicano dominikano
tantra tantɾa
analfabeta analfaβeta
astronave astɾonaβe
enviado embjaðo
sospechoso sospeʧoso
manto manto
anonimato anonimato
común komun
teoría teoɾia
york xaˌmoɲ ʝoɾk
senador senaðoɾ
dosis dosis
subtítulo suβtitulo
ridículo riðikulo
casis kasis
majestad maxestað
inteligibilidad intelixiβiliðað
campamento kampamento
conexión koneɣsjon
fotodiodo fotoðjoðo
maligno maliɣno
apartamento apaɾtamento
mami mami
alelo alelo
helicóptero elikoβteɾo
cornamusa koɾnamusa
eslabón eslaβon
almíbar almiβaɾ
conde konde
gnomo ɡnomo
trampa tɾampa
almidón almiðon
ostra ostɾa
carámbano kaɾambano
ununquadio unuŋkwaðjo
camioneta kamjoneta
mandorla mandoɾla
coxis koɣsis
mico miko
peca peka
entrenamiento entɾenamjento
kilómetro kilometɾo
trasfondo tɾasfondo
tratamiento tɾatamjento
responsabilidad responsaβiliðað
comportamiento kompoɾtamjento
pensamiento pensamjento
espectáculo espeɣtakulo
archivero aɾʧiβeɾo
versión beɾsjon
entrenador entɾenaðoɾ
pestaña pestaɲa
cuña kuɲa
mersa meɾsa
crédito kɾeðito
instituto instituto
máximo maɣsimo
inútil inutil
repello repeʝo
camarada kamaɾaða
discurso diskuɾso
comité komite
tiroxina tiɾoɣsina
almirante almiɾante
amianto amjanto
fieltro fjel̪tɾo
lenguado leŋɡwaðo
fuet fwet
rodete roðete
acantilado akantilaðo
latón laton
latón laton
mandíbula mandiβula
resero reseɾo
verruga beruɣa
poma poma
cangrejo kaŋɡɾexo
aljibe alxiβe
mentón menton
barbilla baɾβiʝa
arseniato aɾsenjato
pedagogía peðaɣoxia
ático atiko
ático atiko
retrogusto retɾoɣusto
mallo maʝo
flogisto floxisto
soya soʝa
infinitivo iɱfinitiβo
penumbras penumbɾas
kunas kunas
teso teso
conchos konʲʧos
tantras tantɾas
lustro lustɾo
legaña leɣaɲa
lagaña laɣaɲa
dólares dolaɾes
mena mena
mena mena
damas damas
damas damas
pigmento piɣmento
grandes ɡɾandes
portada poɾtaða
calamina kalamina
aguamiel ˌaɣwamjel
elastina elastina
permanganato peɾmaŋɡanato
indulto indul̪to
ferrocarril ferokaril
dueñas dweɲas
transferrina tɾansferina
tímpano timpano
radioterapia raðjoteɾapja
dueña dweɲa
dueños dweɲos
americanos ameɾikanos
cajones kaxones
extraterrestre eɣstɾaterestɾe
aguacate aɣwakate
rutilo rutilo
oes oes
urta uɾta
tijeras tixeɾas
rímel rimel
tryhard tɾajxaɾ
estadio estaðjo
herramientas eramjentas
automóvil awtomoβil
doradas doɾaðas
dorada doɾaða
emungente emuŋxente
fiascos fjaskos
oligoelemento oliɣoelemento
mungo muŋɡo
aventura aβentuɾa
astringente astɾiŋxente
cautelas kawtelas
lisina lisina
guanábana ɡwanaβana
guayabo ɡwaʝaβo
níspero nispeɾo
yautía ʝawtia
auyama awʝama
habichuela aβiʧwela
guayaba ɡwaʝaβa
sorgo soɾɣo
jalapeñas xalapeɲas
germano xeɾmano
jalapeña xalapeɲa
arenaria aɾenaɾja
jalapeños xalapeɲos
misterio misteɾjo
repollo repoʝo
balcón balkon
enroque enroke
ingeniero iŋxenjeɾo
pardalote paɾðalote
guineo ɡineo
guineo ɡineo
mueble mweβle
método metoðo
mandioca mandjoka
nutrimento nutɾimento
molino molino
voltaje bol̪taxe
purina puɾina
tejón texon
tejón texon
hermandad eɾmandað
filamento filamento
xantina santina
técnico teɣniko
guitarra ɡitara
guitarra ɡitara
apicultura apikul̪tuɾa
apicultor apikul̪toɾ
drogata dɾoɣata
fiado fjaðo
drogo dɾoɣo
voluta boluta
mosso moso
reas reas
futsal futsal
rutherfordio ruðeɾfoɾðjo
roentgenio roendxenjo
ganadería ɡanaðeɾia
platea platea
ganadero ɡanaðeɾo
encargo eŋkaɾɣo
autoestop awtoestop
coqueto koketo
mures muɾes
sorbito soɾβito
furtivo fuɾtiβo
chichigua ʧiʧiɣwa
corvos koɾβos
femenino femenino
camorrista kamorista
olote olote
elote elote
apuesta apwesta
lauro lawɾo
camorra kamora
resma rezma
economista ekonomista
recato rekato
ruso ruso
ruso ruso
horchata oɾʧata
invitado imbitaðo
hielera ʝeleɾa
personalismo peɾsonalizmo
pánico paniko
oligarquía oliɣaɾkia
pasillo pasiʝo
cubierto kuβjeɾto
congresista koŋɡɾesista
protagonista pɾotaɣonista
sandalia sandalja
anco aŋko
anarquía anaɾkia
karateka kaɾateka
teucra tewkɾa
ventaja bentaxa
conducta konduɣta
lapsus laβsus
glauco ɡlawko
patrón patɾon
ayudante aʝuðante
tumulto tumul̪to
profesional pɾofesjonal
gamma paɾˌtikula ɣama
típico tipiko
triduo tɾiðwo
salga salɣa
pasada pasaða
aguafiestas aɣwafjestas
sureste suɾeste
coñac koɲak
vicario bikaɾjo
absintio aβsintjo
frambuesa fɾambwesa
molcajete molkaxete
tejolote texolote
champán ʧampan
champán ʧampan
partícula paɾtikula
noroeste noɾoeste
prodigio pɾoðixjo
encargado eŋkaɾɣaðo
astronomía astɾonomia
mortero moɾteɾo
nordeste noɾðeste
satélite satelite
polisemia polisemja
sute sute
asnos aznos
antas antas
sintaxis sintaɣsis
húmero umeɾo
cráneo kɾaneo
espadas espaðas
cáñamo kaɲamo
lumbrical lumbɾikal
abedul aβeðul
guache ɡwaʧe
abertura aβeɾtuɾa
esófago esofaɣo
álamo alamo
testículo testikulo
pulgada pulɣaða
tilo tilo
choque ʧoke
choque ʧoke
pasión pasjon
purgatorio puɾɣatoɾjo
soriano soɾjano
coraje koɾaxe
hadas ˌkwento ðe aðas
porquería poɾkeɾia
cabaña kaβaɲa
sesión sesjon
billete biʝete
lío lio
física fisika
física fisika
gimnasio ximnasjo
efectivo efeɣtiβo
persiana peɾsjana
pasaporte pasapoɾte
hada aða
pollina poʝina
reliquia relikja
almas almas
sherpa ʃeɾpa
ampli ampli
clínico kliniko
clínica klinika
frutería fɾuteɾia
testamento testamento
patriota patɾjota
torrente torente
comisario komisaɾjo
canadiense kanaðjense
ambulatorio ambulatoɾjo
mosaico mosajko
diámetro djametɾo
iris ˌaɾko iɾis
ojal oxal
bilingüe biliŋɡwe
andamiaje andamjaxe
normi noɾmi
andamio andamjo
dialogante djaloɣante
fotoperiodo fotopeɾjoðo
estárter estaɾteɾ
pijama pixama
puesta pwesta
compañera kompaɲeɾa
incompatibilidad iŋkompatiβiliðað
ecosistema ekosistema
misil misil
nutriente nutɾjente
primitiva pɾimitiβa
estro estɾo
perdedor peɾðeðoɾ
antonomasia antonomasja
estanqueidad estaŋkejðað
pandeiro pandejɾo
estanquidad estaŋkiðað
estancamiento estaŋkamjento
curiosidad kuɾjosiðað
señoría seɲoɾia
rutina rutina
tubero tuβeɾo
palladiano paʝaðjano
nalgada nalɣaða
estanque estaŋke
estanco estaŋko
daga daɣa
sirte siɾte
georgiana xeoɾxjana
cuy kuj
costado kostaðo
geodesia xeoðesja
comunicador komunikaðoɾ
pleno pleno
pichula piʧula
georgiano xeoɾxjano
georgiano xeoɾxjano
experimento eɣspeɾimento
X ˌraʝo ekis
partida paɾtiða
maremoto maɾemoto
comilona komilona
comilona komilona
barrica barika
posesión posesjon
bombo bombo
pisto pisto
barbera baɾβeɾa
profesora pɾofesoɾa
electrones eleɣtɾones
lombardo lombaɾðo
mojos moxos
octavos oɣtaβos
octavos oɣtaβos
estatua estatwa
lombarda lombaɾða
locas lokas
plataforma platafoɾma
calaveras kalaβeɾas
biosfera biosfeɾa
enterocolitis enteɾokolitis
productor pɾoðuɣtoɾ
popularidad populaɾiðað
holocausto olokawsto
referente refeɾente
surgimiento suɾximjento
porvenir poɾβeniɾ
mobiliario moβiljaɾjo
calidad kaliðað
aristócrata aɾistokɾata
resurgimiento resuɾximjento
gravitón ɡɾaβiton
bosón boson
hadrón aðɾon
mesón meson
mesón meson
barión baɾjon
dramático dɾamatiko
atractivo atɾaɣtiβo
fermión feɾmjon
leptón leβton
leptón leβton
fotón foton
fotón foton
rubeola ruβeola
espín espin
espín espin
masaje masaxe
ligadura liɣaðuɾa
ateísmo ateizmo
mediador meðjaðoɾ
texto teɣsto
padano paðano
fisión fisjon
fermiones feɾmjones
fotones fotones
patada pataða
veterano beteɾano
prólogo pɾoloɣo
neutrones newtɾones
leyes leʝes
fusión fusjon
protones pɾotones
protón pɾoton
eléctricas eleɣtɾikas
corredor koreðoɾ
corredor koreðoɾ
bosones bosones
hadrones aðɾones
simbología simboloxia
conflicto koɱfliɣto
muón muon
muones muones
neutrón newtɾon
electrón eleɣtɾon
núcleo nukleo
hetaira etajɾa
formalismo foɾmalizmo
individualista indiβiðwalista
cargas kaɾɣas
lobato loβato
átomo atomo
antipartícula antipaɾtikula
leptones leβtones
defecto defeɣto
tributante tɾiβutante
isótopo isotopo
derechos deɾeʧos
literatura liteɾatuɾa
mobbing moβin
maestros maestɾos
kilos kilos
ires iɾes
dualismo dwalizmo
punas punas
metapodial metapoðjal
mínimo minimo
estabilidad estaβiliðað
repulsión repulsjon
aerostato aeɾostato
endometrioma endometɾjoma
granate ɡɾanate
instinto instinto
barriada barjaða
máxima maɣsima
insensibilidad insensiβiliðað
ginecología xinekoloxia
hiperplasia ipeɾplasja
menopausia menopawsja
menarquia menaɾkja
avistaje aβistaxe
antropología antɾopoloxia
biología bjoloxia
frivolidad fɾiβoliðað
gráfico ɡɾafiko
órgano oɾɣano
obsesión oβsesjon
chimichanga ʧimiʧaŋɡa
archipiélago aɾʧipjelaɣo
cohesión koesjon
cartografía kaɾtoɣɾafia
llanura ʝanuɾa
prehistoria pɾeistoɾja
provisión pɾoβisjon
textil teɣstil
reproductor repɾoðuɣtoɾ
comprensión kompɾensjon
aptitud aβtituð
pátina patina
fémur femuɾ
andrógeno andɾoxeno
ilegalidad ileɣaliðað
estirpe estiɾpe
testosterona testosteɾona
estrógeno estɾoxeno
autora awtoɾa
sobrecarga soβɾekaɾɣa
silueta silweta
corbeta koɾβeta
borrasca boraska
navegante naβeɣante
fragata fɾaɣata
casada kasaða
anatomía anatomia
hormona oɾmona
pastilla pastiʝa
diagrama djaɣɾama
casualidad kaswaliðað
síndrome sindɾome
sueldo swel̪do
autopista awtopista
secretaria sekɾetaɾja
hemofilia emofilja
sufrimiento sufɾimjento
soberanía soβeɾania
Majestad su maxestað
asentamiento asentamjento
hipótesis ipotesis
ensayista ensaʝista
paradero paɾaðeɾo
topónimo toponimo
literato liteɾato
capilla kapiʝa
incomodidad iŋkomoðiðað
paraje paɾaxe
poblamiento poβlamjento
metrópoli metɾopoli
biplano biplano
desembarco desembaɾko
filosofía filosofia
filosofía filosofia
recuento rekwento
panenteísmo panenteizmo
cónsul konsul
potestad potestað
disponibilidad disponiβiliðað
gestión xestjon
campanario kampanaɾjo
rapiña rapiɲa
norteamericano noɾteameɾikano
mercader meɾkaðeɾ
saladero salaðeɾo
filósofo filosofo
substantivos suβstantiβos
slugging eslaɣin
retórica retoɾika
comodoro komoðoɾo
vaquita bakita
destacamento destakamento
axioma aɣsjoma
colonialista kolonjalista
volcán bolkan
terrateniente teratenjente
pendiente pendjente
pendiente pendjente
sudamericano suðameɾikano
réplica replika
siluro siluɾo
prototipo pɾototipo
antropofagia antɾopofaxja
dinamo dinamo
bife bife
jefa xefa
complejo komplexo
torques toɾkes
consejero konsexeɾo
pirámide piɾamiðe
adicto aðiɣto
mecanismo mekanizmo
homosexualidad omoseɣswaliðað
hemorragia emoraxja
boleto boleto
boleto boleto
endometriomas endometɾjomas
pastillas pastiʝas
beca beka
baraka baɾaka
guayabera ɡwaʝaβeɾa
mansión mansjon
agresor aɣɾesoɾ
minino minino
antena antena
intelecto inteleɣto
prosperidad pɾospeɾiðað
telefonía telefonia
telegrafía teleɣɾafia
conflictividad koɱfliɣtiβiðað
emisión emisjon
grial ɡɾjal
escuadra eskwaðɾa
guardaespaldas ˌɡwaɾðaespal̪das
cortesía koɾtesia
alumno alumno
ángulo aŋɡulo
fantasía fantasia
bloque bloke
susto susto
coordenada kooɾðenaða
concreto koŋkɾeto
ámbito ambito
atmósfera aðmosfeɾa
vocabulario bokaβulaɾjo
fuselaje fuselaxe
gatillo ɡatiʝo
estampilla estampiʝa
integridad inteɣɾiðað
escalada eskalaða
síntoma sintoma
asamblea asamblea
profundidad pɾofundiðað
temática tematika
hoya oʝa
hipódromo ipoðɾomo
porche poɾʧe
pórtico poɾtiko
avioneta aβjoneta
cogido koxiðo
amigdalitis amiɣðalitis
curvatura kuɾβatuɾa
anatema anatema
finca fiŋka
palmar palmaɾ
bárbaro baɾβaɾo
palimpsesto palimbsesto
maestría maestɾia
nini nini
trayectoria tɾaʝeɣtoɾja
autonomía awtonomia
competitividad kompetitiβiðað
inocuidad inokwiðað
piratería piɾateɾia
directorio diɾeɣtoɾjo
mérito meɾito
autónomo awtonomo
león ˌdjente ðe leon
legislatura lexislatuɾa
collera koʝeɾa
remero remeɾo
dramaturgia dɾamatuɾxja
miríada miɾiaða
hostias ostjas
acantilados akantilaðos
donante donante
aguas aɣwas
guitarrista ɡitarista
absurdo aβsuɾðo
sudaca suðaka
perrito perito
virilidad biɾiliðað
distintivo distintiβo
carroña karoɲa
druida dɾwiða
figurante fiɣuɾante
chapulín ʧapulin
kilogramo kiloɣɾamo
modernista moðeɾnista
pompi pompi
arista aɾista
orco oɾko
orco oɾko
grulla ɡɾuʝa
etanol etanol
gaseosa ɡaseosa
moño moɲo
portero poɾteɾo
consentimiento konsentimjento
perfectibilidad peɾfeɣtiβiliðað
tranquilidad tɾaŋkiliðað
comodidad komoðiðað
esclavitud esklaβituð
potro potɾo
potro potɾo
exterminio eɣsteɾminjo
pompa pompa
pompa pompa
activo aɣtiβo
purista puɾista
píldora pil̪doɾa
posada posaða
caña kaɲa
foco foko
pavor paβoɾ
brecha bɾeʧa
apache apaʧe
bilis bilis
chisme ʧizme
potra potɾa
malignidad maliɣniðað
superioridad supeɾjoɾiðað
neblina neβlina
reno reno
mofeta mofeta
inquietud iŋkjetuð
servidumbre seɾβiðumbɾe
ETS e te ese
rebaño reβaɲo
barbarie baɾβaɾje
gaita ɡajta
oráculo oɾakulo
despotismo despotizmo
unionista unjonista
doctrina doɣtɾina
contratante kontɾatante
balde bal̪de
sofisma sofizma
patriotismo patɾjotizmo
gatas ɡatas
gatos ɡatos
soberano soβeɾano
escolar eskolaɾ
plaga plaɣa
tecolote tekolote
atrio atɾjo
moho moo
sótano sotano
cancha kanʲʧa
cancha kanʲʧa
aniversario aniβeɾsaɾjo
salario salaɾjo
hábito aβito
criado kɾjaðo
carambola kaɾambola
bicho biʧo
serrato serato
lote lote
niñera niɲeɾa
sapa sapa
sapa sapa
asteroide asteɾojðe
chalupa ʧalupa
probabilidad pɾoβaβiliðað
alameda alameða
serrano serano
serrano serano
batista batista
nervio neɾβjo
bolas bolas
catenina katenina
camerino kameɾino
sermón seɾmon
arca aɾka
viviente biβjente
caporal kapoɾal
clientela kljentela
caco kako
productividad pɾoðuɣtiβiðað
emporio empoɾjo
evasiva eβasiβa
mantenimiento mantenimjento
campesino kampesino
plantador plantaðoɾ
plantador plantaðoɾ
solidaridad soliðaɾiðað
firmamento fiɾmamento
enea enea
garaje ɡaɾaxe
eremita eɾemita
batería bateɾia
batería bateɾia
agricultor aɣɾikul̪toɾ
farsa faɾsa
sexualidad seɣswaliðað
heterosexualidad eteɾoseɣswaliðað
amurca amuɾka
osita osita
pelotón peloton
compañia kompaɲja
presentimiento pɾesentimjento
ironía iɾonia
tonelada tonelaða
somos somos
multitud mul̪tituð
señalamiento seɲalamjento
atado ataðo
caridad kaɾiðað
lineamento lineamento
arquitecto aɾkiteɣto
humedad umeðað
playas plaʝas
manicomio manikomjo
monitora monitoɾa
molestia molestja
riada riaða
mendicante mendikante
sureño suɾeɲo
morfina moɾfina
norteño noɾteɲo
yaniqueque ʝanikeke
otaku otaku
hambriento ambɾjento
alita alita
sirviente siɾβjente
tiroteo tiɾoteo
fotógrafo fotoɣɾafo
puntura puntuɾa
progenie pɾoxenje
callejón kaʝexon
prurito pɾuɾito
gama ɡama
gama ɡama
submarino suβmaɾino
baúl baul
ingenio iŋxenjo
avalancha aβalanʲʧa
novato noβato
telaraña telaɾaɲa
escombro eskombɾo
escombro eskombɾo
revisión reβisjon
agalla aɣaʝa
agallas aɣaʝas
agallas aɣaʝas
vainita bajnita
timón timon
balón balon
licor likoɾ
cajuil kaxwil
taíno taino
taíno taino
ardilla aɾðiʝa
luca luka
bisturí bistuɾi
ilusión ilusjon
