abactor ɐbɐktoɾ
coturno kutuɾnu
advento ɐdvẽtu
corneta kuɾnetɐ
violadora vjulɐdoɾɐ
petanca pɨtɐ̃kɐ
futebol futɨbɔl
pervertida pɨɾvɨɾtidɐ
pugilista puʒiliʃtɐ
paralítico pɐɾɐlitiku
acrocefalia ɐkɾusɨfɐliɐ
acrofonia ɐkɾufuniɐ
antigo fɾɐ̃sez ɐ̃tiɡu
aposento ɐpuzẽtu
aposentos ɐpuzẽtuʃ
compositora kõpuzitoɾɐ
acromia ɐkɾumiɐ
acromatismo ɐkɾumɐtiʒmu
visco viʃku
promotores pɾumutoɾɨʃ
aerografia ɐˌɛɾɔɡɾɐfiɐ
gabardina ɡɐbɐɾdinɐ
aniridia ɐniɾidiɐ
avidez ɐvideʃ
aerometria ɐˌɛɾɔmɨtɾiɐ
hiperónimo ˌipɛɾɔnimu
aerolito ɐˌɛɾɔlitu
agrobiotecnologia ˌaɡɾɔˌbiɔtɛknuluʒiɐ
algometria alɡumɨtɾiɐ
algofobia ˌalɡɔfubiɐ
algocultura alɡukultuɾɐ
homófonos ɔmɔfunuʃ
algofilia alɡufiliɐ
alocasia ɐlukɐziɐ
aerologia ɐˌɛɾɔluʒiɐ
amiloplasto ɐmiluplaʃtu
aeronomia ɐˌɛɾɔnumiɐ
pistilo piʃtilu
sinople sinɔplɨ
saimiri sajmiɾi
algologia alɡuluʒiɐ
saim sɐĩ
anabolismo ɐnɐbuliʒmu
córnico kɔɾniku
anacoluto ɐnɐkulutu
agrobiologia ˌaɡɾɔbiuluʒiɐ
anadema ɐnɐdemɐ
veia vɐjɐ
maldivo maldivu
caril kɐɾil
diabo ɐdvuɡadu du diabu
grão ɡɾɐ̃w̃
farinha fɐɾiɲɐ
anafrodisia ɐnɐfɾudiziɐ
anagogia ɐnɐɡuʒiɐ
anaglifo ɐnɐɡlifu
anasarca ɐnɐzaɾkɐ
anapesto ɐnɐpeʃtu
cardiografia kaɾdjuɡɾɐfiɐ
anemografia ɐnɨmuɡɾɐfiɐ
anemofilia ɐnɨmufiliɐ
andropausa ɐ̃dɾupawzɐ
anatematismo ɐnɐtɨmɐtiʒmu
anemometria ɐnɨmumɨtɾiɐ
cardióloga kaɾdjɔluɡɐ
anatomista ɐnɐtumiʃtɐ
arboreto ɐɾbuɾetu
anfibolia ɐ̃fibuliɐ
divórcio divɔɾsju
anfisbena ɐ̃fiʒbenɐ
camomila kɐmumilɐ
anglofobia ˌɐ̃ɡlɔfubiɐ
anfibologia ɐ̃fibuluʒiɐ
corveta kuɾvetɐ
antologista ɐ̃tuluʒiʃtɐ
antocianina ɐ̃tɔsjɐninɐ
clã klɐ̃
anglofilia ɐ̃ɡlufiliɐ
semelhança sɨmɨʎɐ̃sɐ
anarquismo ɐnɐɾkiʒmu
discriminação diʃkɾiminɐsɐ̃w̃
krio kɾiu
hostilidade ɔʃtilidadɨ
jaborandi ʒɐbuɾɐ̃di
capuz kɐpuʃ
afagia ɐfɐʒiɐ
pedófilo pɨdɔfilu
burca buɾkɐ
curandeiro kuɾɐ̃dɐjɾu
leilão lɐjlɐ̃w̃
milanesa milɐnezɐ
coldre koldɾɨ
jabuticaba ʒabutikabɐ
catarse kɐtaɾsɨ
onicofagia ɔnikufɐʒiɐ
necrofagia nɛkɾɔfɐʒiɐ
palatino osu pɐlɐtinu
regimento ʁɨʒimẽtu
sufismo sufiʒmu
chá kuʎɛɾ dɨ ʃa
leitor lɐjtoɾ
leitor lɐjtoɾ
preparação pɾɨpɐɾɐsɐ̃w̃
transístor tɾɐ̃ziʃtɔɾ
maracujá mɐɾɐkuʒa
aposentadoria ɐpuzẽtɐduɾiɐ
osteoclasto ˌɔʃtjɔklaʃtu
ressentimento ʁɨsẽtimẽtu
planalto plɐnaltu
fundíbulo fũdibulu
axé ɐʃɛ
microprocessador ˌmikɾɔpɾusɨsɐdoɾ
progeria pɾuʒɨɾiɐ
gatilho ɡɐtiʎu
setor sɛtoɾ
setor sɨtoɾ
coincidência kwĩsidẽsjɐ
acirologia ɐsiɾuluʒiɐ
metástase mɨtaʃtɐzɨ
antropogeografia ɐ̃ˌtɾɔpɔʒjuɡɾɐfiɐ
gelo ˌkɛbɾɐʒelu
antropoide ɐ̃tɾupɔjdɨ
osso ˌɡɾɐ̃d‿osu
antilogia ɐ̃tiluʒiɐ
pisiforme osu pizifɔɾmɨ
assiriologia ɐsiɾjuluʒiɐ
artrologia ɐɾtɾuluʒiɐ
aritenoide ɐɾitɨnɔjdɨ
lunática lunatikɐ
casadas kɐzadɐʃ
pisiforme pizifɔɾmɨ
bibliologia bibliuluʒiɐ
cardioscópio ˌkaɾdjɔʃkɔpju
budista budiʃtɐ
cinesiologia sinɨzjuluʒiɐ
bacteriologia bɐktɨɾjuluʒiɐ
vulgar lɐtĩ vulɡaɾ
acondroplasia ɐkõdɾuplɐziɐ
cuneiforme kunɐjfɔɾmɨ
antroposfera ɐ̃tɾɔpɔʃfɛɾɐ
hemocromatose imukɾumɐtɔzɨ
regicida ʁɨʒisidɐ
apologista ɐpuluʒiʃtɐ
cristologia kɾiʃtuluʒiɐ
areometria ɐɾjumɨtɾiɐ
chantre ʃɐ̃tɾɨ
califórnio kɐlifɔɾnju
dendrocronologia dẽdɾukɾunuluʒiɐ
chanceler ʃɐ̃sɨlɛɾ
olifante ɔlifɐ̃tɨ
cronobiologia ˌkɾɔnɔbiuluʒiɐ
autoanticorpo ˌawtɔˌɐ̃tikoɾpu
ictiólogo iktjɔluɡu
edafologia edɐfuluʒiɐ
ronrons ʁõʁõʃ
abejaruco ɐbɨʒɐɾuku
toroide tuɾɔjdɨ
reologia ʁjuluʒiɐ
vértice vɛɾtisɨ
planejamento plɐnɨʒɐmẽtu
blefaroplastias ˌblɛfɐɾɔplɐʃtiɐʃ
vasectomia vɐzɛktumiɐ
fonocardiografia ˌfɔnɔˌkaɾdjɔɡɾɐfiɐ
blefaroplastia ˌblɛfɐɾɔplɐʃtiɐ
excedente isɨdẽtɨ
térmica tɛɾmikɐ
adenoidectomia ɐdɨnɔjdɛktumiɐ
ecocardiografia ɛkɔkaɾdjuɡɾɐfiɐ
abdominoplastia ɐbduminuplɐʃtiɐ
rinoplastia ˌʁinɔplɐʃtiɐ
angioplastia ɐ̃ʒjuplɐʃtiɐ
eucologia ewkuluʒiɐ
cortador kuɾtɐdoɾ
angiopatia ɐ̃ʒjupɐtiɐ
obsidiana ɔbsidjɐnɐ
burguesas buɾɡezɐʃ
burguesa buɾɡezɐ
burgueses buɾɡezɨʃ
adrenomieloneuropatia ɐdɾɨnumjɛlunewɾupɐtiɐ
cosmonautas kɔʒmɔnawtɐʃ
bórax bɔɾɐkʃ
apática ɐpatikɐ
cínica sinikɐ
bálsamo balsɐmu
moderada mudɨɾadɐ
negociadora nɨɡusjɐdoɾɐ
portugueses puɾtuɡezɨʃ
problemática pɾublɨmatikɐ
garrafas ɡɐʁafɐʃ
andaluza ɐ̃dɐluzɐ
etnomusicologia ˌɛtnɔmuzikuluʒiɐ
vencedora vẽsɨdoɾɐ
lés lɛʃ
densitometria dẽsitumɨtɾiɐ
artrotomia ɐɾtɾutumiɐ
matina mɐtinɐ
bodo bodu
colonoscopia kulunɔʃkupiɐ
tripulante tɾipulɐ̃tɨ
arqueóloga ɐɾkjɔluɡɐ
existencialismo iziʃtẽsjɐliʒmu
amnioscopia ɐmnjuʃkupiɐ
recepcionista ʁɨsɨpsjuniʃtɐ
congelador kõʒɨlɐdoɾ
antroposcopia ɐ̃ˌtɾɔpɔʃkupiɐ
radioscopia ˌʁadjɔʃkupiɐ
ficologia fikuluʒiɐ
bibliotecas bibliutɛkɐʃ
chilenos ʃilenuʃ
chilenas ʃilenɐʃ
chilena ʃilenɐ
snobe snɔbɨ
ucraniana ukɾɐnjɐnɐ
pincel pĩsɛl
laringologia lɐɾĩɡuluʒiɐ
xenófoba ʃɨnɔfubɐ
delator dɨlatoɾ
baronato bɐɾunatu
cardiolipina ˌkaɾdjɔlipinɐ
ocelote ɔsɨlɔtɨ
esporo (i)ʃpɔɾu
sacrilégio sɐkɾilɛʒju
ecoturismo ikutuɾiʒmu
autotrofia ˌawtɔtɾufiɐ
epidemias epidɨmiɐʃ
batida bɐtidɐ
batiscafo bɐtiʃkafu
batimetria bɐtimɨtɾiɐ
anunciante ɐnũsjɐ̃tɨ
heterogeneidade ˌɛtɨɾɔʒɨnɐjdadɨ
biblioteconomia bibliutɨkunumiɐ
drupas dɾupɐʃ
bibliopola bibliupolɐ
acantácea ɐkɐ̃tasjɐ
beneficente bɨnɨfisẽtɨ
biocida ˌbiɔsidɐ
senologia sɨnuluʒiɐ
bibliolatria bibliulɐtɾiɐ
biofilia biɔfiliɐ
calorímetro kɐluɾimɨtɾu
cromita kɾumitɐ
siderita sidɨɾitɐ
marasmo mɐɾaʒmu
dolomita dulumitɐ
ilmenita ilmɨnitɐ
biogeografia ˌbiɔʒjuɡɾɐfiɐ
hipónimo ipɔnimu
dietética djɛtɛtikɐ
peróxido pɨɾɔksidu
aminoaciduria ɐminwɐsiduɾiɐ
exosfera ɛzɔʃfɛɾɐ
frequência fɾɨkwẽsjɐ
pansexualidade pɐ̃sɛkswɐlidadɨ
anúncio ɐnũsju
terçol tɨɾsɔl
óvulo ɔvulu
biombo bjõbu
canário kɐnaɾju
comboio kõbɔju
biógrafo biɔɡɾɐfu
fator fatoɾ
adaga ɐdaɡɐ
micrómetro mikɾɔmɨtɾu
térbio tɛɾbju
rédea ʁɛdjɐ
vanádio vɐnadju
mesologia mɨzuluʒiɐ
polímata pulimɐtɐ
micropaleontologia ˌmikɾɔpɐljõtuluʒiɐ
neodímio ˌnɛɔdimju
micetologia misɨtuluʒiɐ
ununóctio ununɔktju
calcopirite kalkɔpiɾitɨ
setuagésimo sɛtwɐʒɛzimu
têmpora tẽpuɾɐ
têmpora tẽpuɾɐ
uruguaio uɾuɡwaju
terras tɛʁɐʃ
azerbaijano ɐzɨɾbajʒɐnu
tempo (i)ʃˌpasutẽpu
linho liɲu
eixo ɐjʃu
comédia kumɛdjɐ
narratologia nɐʁɐtuluʒiɐ
aflição ɐflisɐ̃w̃
telescópio tɨlɨʃkɔpju
tríceps tɾisɛpʃ
milionésimo miljunɛzimu
esquivez (i)ʃkiveʃ
braquial bɾɐkjal
insolação ĩsulɐsɐ̃w̃
amanhecer ɐmɐɲɨseɾ
esturjão (i)ʃtuɾʒɐ̃w̃
clítoris klitɔɾiʃ
feriado fɨɾjadu
bisavô bizɐvo
serifa sɨɾifɐ
homenagem ɔmɨnaʒɐ̃j̃
toucinho to(w)siɲu
onirologia ɔniɾuluʒiɐ
nosologia nɔzɔluʒiɐ
anamorfo ɐnɐmɔɾfu
ancóneo ɐ̃kɔnju
otologia ɔtuluʒiɐ
diafragma diɐfɾaɡmɐ
checheno ʃɛʃenu
checheno ʃɛʃenu
murais muɾajʃ
onomasiologia ˌɔnɔmɐzjuluʒiɐ
excêntrico (i)ʃsẽtɾiku
espaguete (i)ʃpaɡɛtɨ
alaúde ɐlɐudɨ
mensageiro mẽsɐʒɐjɾu
disquete diʃkɛtɨ
nucleotídeo nukliɔtidju
chuveiro ʃuvɐjɾu
camélia kɐmɛljɐ
podologia puduluʒiɐ
buquê buke
obediência ɔbɨdjẽsjɐ
ornamentação ɔɾnɐmẽtɐsɐ̃w̃
paremiologia pɐɾɨmjuluʒiɐ
bochecha buʃɐ(j)ʃɐ
permacultura pɨɾmɐkultuɾɐ
prelado pɾɨladu
neurónio newɾɔniu
prudência pɾudẽsjɐ
cardinalidade kɐɾdinɐlidadɨ
eutanásia ewtɐnazjɐ
necrópole nɨkɾɔpulɨ
sobrevivência subɾɨvivẽsjɐ
hospitaleiro ɔʃpitɐlɐjɾu
megalópole ˌmɛɡɐlɔpulɨ
babucha bɐbuʃɐ
quantificador kwɐ̃tifikɐdoɾ
naturalidade nɐtuɾɐlidadɨ
vidente vidẽtɨ
sexual ɔɾjẽtɐsɐ̃w̃ sɛkswal
sexual tuɾiʒmu sɨkswal
hematócito emɐtɔsitu
varejista vɐɾɨʒiʃtɐ
varejista vɐɾɨʒiʃtɐ
box ˌʒukbɔkʃ
inspiração ĩʃpiɾɐsɐ̃w̃
ilustração iluʃtɾɐsɐ̃w̃
início inisju
taiwanesa tajwɐnezɐ
otimista ɔtimiʃtɐ
jogador ʒuɡɐdoɾ
jogador ʒuɡɐdoɾ
disfunção diʃfũsɐ̃w̃
tailandesa tajlɐ̃dezɐ
aconitase ɐkunitazɨ
eliminação iliminɐsɐ̃w̃
fuligem fuliʒɐ̃j̃
fatorial fatuɾjal
abatedouro ɐbɐtɨdo(w)ɾu
estereótipo (i)ʃtɨɾjɔtipu
cardiólogas kaɾdjɔluɡɐʃ
capota kɐpɔtɐ
féria fɛɾjɐ
férias fɛɾjɐʃ
férias fɛɾjɐʃ
hepática ipatikɐ
espinhaço (i)ʃpiɲasu
líquen likɛn
maltês malteʃ
maltês malteʃ
epígrafe ɛpiɡɾavɨ
cataclismo kɐtɐkliʒmu
sedimentologia sɨdimẽtuluʒiɐ
astrofísica ˌaʃtɾɔfizikɐ
astrofísica ˌaʃtɾɔfizikɐ
termologia tɨɾmuluʒiɐ
pedófila pɨdɔfilɐ
escroque (i)ʃkɾɔkɨ
destruidor dɨʃtɾujdoɾ
intenção ĩtẽsɐ̃w̃
relação ʁɨlɐsɐ̃w̃
regressão ʁɨɡɾɨsɐ̃w̃
chancela ʃɐ̃sɛlɐ
oncologista õkuluʒiʃtɐ
sulfúrico asidu sulfuɾiku
naufrágio nawfɾaʒju
prédio pɾɛdju
onagro ɔnaɡɾu
relance ʁɨlɐ̃sɨ
aeronaves ɐˌɛɾɔnavɨʃ
amazake ɐmɐzakɨ
condição kõdisɐ̃w̃
tradição tɾɐdisɐ̃w̃
americanice ɐmɨɾikɐnisɨ
algaravia alɡɐɾɐviɐ
argelina ɐɾʒɨlinɐ
satiríase sɐtiɾiɐzɨ
raque ʁakɨ
cálamo kalɐmu
vexilo vɛksilu
navegação nɐvɨɡɐsɐ̃w̃
igualdade iɡwaldadɨ
cicloturista siklutuɾiʃtɐ
comentarista kumẽtɐɾiʃtɐ
analfabeto ɐnalfɐbɛtu
lusófono luzɔfunu
plutocracia plutukɾɐsiɐ
chernozem ʃɨɾnɔzɐ̃j̃
escapada (i)ʃkɐpadɐ
areca ɐɾɛkɐ
internacionalismo ĩtɨɾnɐsjunɐliʒmu
melhoramento mɨʎuɾɐmẽtu
imigração imiɡɾɐsɐ̃w̃
imensidade imẽsidadɨ
migração miɡɾɐsɐ̃w̃
imaginação imɐʒinɐsɐ̃w̃
arrogância ɐʁuɡɐ̃sjɐ
imersão imɨɾsɐ̃w̃
ejaculação iʒɐkulɐsɐ̃w̃
ansiolítico ɐ̃sjulitiku
colorido kuluɾidu
programador pɾuɡɾɐmɐdoɾ
orquestra ɔɾkɛʃtɾɐ
vestimenta vɨʃtimẽtɐ
caprichos kɐpɾiʃuʃ
cronómetros kɾunɔmɨtɾuʃ
patologistas pɐtuluʒiʃtɐʃ
psíquica psikikɐ
malabarista mɐlɐbɐɾiʃtɐ
cronómetro kɾunɔmɨtɾu
feminilidade fɨminilidadɨ
patologista pɐtuluʒiʃtɐ
virilidade viɾilidadɨ
defensora dɨfẽsoɾɐ
hipnotismo ipnutiʒmu
bás baʃ
maturidade mɐtuɾidadɨ
mitose mitɔzɨ
hipnotizador ipnutizɐdoɾ
masculinidade mɐʃkulinidadɨ
cotinga kutĩɡɐ
calça kalsɐ
flagrantes flɐɡɾɐ̃tɨʃ
estímulos (i)ʃtimuluʃ
antimonial ɐ̃timunjal
arcada ɐɾkadɐ
antecessor ɐ̃tɨsɨsoɾ
comediante kumɨdjɐ̃tɨ
transportadora tɾɐ̃ʃpuɾtɐdoɾɐ
desinfectante dɨzĩfɛtɐ̃tɨ
cosmogonia kuʒmuɡuniɐ
cubículo kubikulu
neurótico newɾɔtiku
neurótica newɾɔtikɐ
crisografia kɾizuɡɾɐfiɐ
programadora pɾuɡɾɐmɐdoɾɐ
cronografia kɾunuɡɾɐfiɐ
cronologista kɾunuluʒiʃtɐ
cronoterapia ˌkɾɔnɔtɨɾɐpiɐ
criptografia ˌkɾiptɔɡɾɐfiɐ
criptocomunista ˌkɾiptɔkumuniʃtɐ
criptofascista ˌkɾiptɔfaʃsiʃtɐ
clãs klɐ̃ʃ
socrático sukɾatiku
sátira satiɾɐ
cronofotografia ˌkɾɔnɔfutuɡɾɐfiɐ
ajudas ɐʒudɐʃ
paisano pajzɐnu
arni ɐɾni
cocó kɔkɔ
cocó kɔkɔ
ómicron ɔmikɾɔn
taxinomia tɐksinumiɐ
épsilon ɛpsilɔn
lagarta lɐɡaɾtɐ
esquistossomose (i)ʃˌkiʃtɔsumɔzɨ
hidráulica idɾawlikɐ
rosca ʁoʃkɐ
finde fĩdɨ
maçãs mɐsɐ̃ʃ
geral ʒɨɾal
catequista kɐtɨkiʃtɐ
selfie sɛlfi
mail ˌimɐjlɨ
belicosos bɨlikɔzuʃ
ectoblasto ˌɛktɔblaʃtu
fetiche fɛtiʃɨ
uau waw
uau waw
belicoso bɨlikozu
antifonia ɐ̃tifuniɐ
gueto ɡetu
ortofonia ˌɔɾtɔfuniɐ
losango luzɐ̃ɡu
auxina awksinɐ
opala ɔpalɐ
geóloga ʒjɔluɡɐ
egiptóloga iʒiptɔluɡɐ
geólogo ʒjɔluɡu
egiptólogas iʒiptɔluɡɐʃ
egiptólogos iʒiptɔluɡuʃ
vocalista vukɐliʃtɐ
nómada nɔmɐdɐ
blasfemas blɐʃfemɐʃ
egipciana iʒipsjɐnɐ
egipciano iʒipsjɐnu
egiptólogo iʒiptɔluɡu
palestina pɐlɨʃtinɐ
pirueta piɾwetɐ
sucursal sukuɾsal
capacidade kɐpɐsidadɨ
pós pɔʃ
pós pɔʃ
ailanto ajlɐ̃tu
estupefaciente (i)ʃtupɨfɐsjẽtɨ
terráqueo tɨʁakju
palestino pɐlɨʃtinu
utilidade utilidadɨ
desilusão dɨziluzɐ̃w̃
beringela bɨɾĩʒɛlɐ
reformista ʁɨfuɾmiʃtɐ
sânscrito sɐ̃ʃkɾitu
recusa ʁɨkuzɐ
náutica nawtikɐ
laboratório lɐbuɾɐtɔɾju
reprodução ʁɨpɾudusɐ̃w̃
engarrafamento ẽɡɐʁɐfɐmẽtu
espasmo (i)ʃpaʒmu
ágape aɡɐpɨ
epirota ipiɾɔtɐ
dedicação dɨdikɐsɐ̃w̃
ensino ẽsinu
epílogo ipiluɡu
piquete piketɨ
escoceses (i)ʃkusezɨʃ
escocesas (i)ʃkusezɐʃ
nanómetro nɐnɔmɨtɾu
pisada pizadɐ
superávit ˌsupɛɾavitɨ
nauruana nawɾwɐnɐ
páli pali
olimpíada ɔlĩpiɐdɐ
groselha ɡɾɔzɐ(j)ʎɐ
meristema mɨɾiʃtemɐ
actinorriza ɐˌktinɔʁizɐ
morta nɐtuˌɾezɐmɔɾtɐ
ibérica ibɛɾikɐ
epiciclo ɛpisiklu
denotação dɨnutɐsɐ̃w̃
baguete baɡɛtɨ
ibérico ibɛɾiku
ibérico ibɛɾiku
antiguana ɐ̃tiɡwɐnɐ
botsuana butswɐnɐ
finlandesas fĩlɐ̃dezɐʃ
austríaca awʃtɾiɐkɐ
finlandeses fĩlɐ̃dezɨʃ
epigrafista ipiɡɾɐfiʃtɐ
epigrafia ipiɡɾɐfiɐ
aeróbica ɐɛɾɔbikɐ
metanfetamina mɨtɐ̃fɨtɐminɐ
arabitol ɐɾɐbitɔl
ergometria ɛɾɡɔmɨtɾiɐ
trombose tɾõbɔzɨ
amor ɐmoɾ
alozima ɐluzimɐ
aminociclopropano ɐminusiklupɾupɐnu
escota (i)ʃkɔtɐ
ofensivas ɔfẽsivɐʃ
xaque ʃakɨ
estoniano (i)ʃtunjɐnu
europoide ewɾupɔjdɨ
eurocomunismo ewɾukumuniʒmu
grega ɡɾeɡɐ
iboga ibɔɡɐ
eurocomunista ewɾukumuniʃtɐ
monocultura ˌmɔnɔkultuɾɐ
isómero izɔmɨɾu
fisiognomonia fizjɔɡnumuniɐ
tuno tunu
odontólogo ɔdõtɔluɡu
plagiador plɐʒjɐdoɾ
liceu lisew
frigobar fɾiɡubaɾ
obsessão ɔbsɨsɐ̃w̃
tabanca tɐbɐ̃kɐ
lide lidɨ
lide lidɨ
nepalesa nɨpɐlezɐ
napolitana nɐpulitɐnɐ
folíolo fuliulu
enchente ẽʃẽtɨ
canhão kɐɲɐ̃w̃
noiva nojvɐ
conhecido kuɲɨsidu
armadilha ɐɾmɐdiʎɐ
fralda fɾaldɐ
emprego ẽpɾeɡu
batalha bɐtaʎɐ
gerontofilia ʒɨɾõtufiliɐ
céltico sɛltiku
íris iɾiʃ
íris iɾiʃ
berço beɾsu
canudo kɐnudu
galão ɡɐlɐ̃w̃
galão ɡɐlɐ̃w̃
galão ɡɐlɐ̃w̃
nação nɐsɐ̃w̃
russos ʁusuʃ
papoula pɐpo(w)lɐ
chinelo ʃinɛlu
artesão ɐɾtɨzɐ̃w̃
puta fiʎu dɐ putɐ
pulôver pulovɛɾ
genocídio ʒɨnusidju
grafospasmo ɡɾɐfuʃpaʒmu
senhorita sɨɲuɾitɐ
espiga (i)ʃpiɡɐ
crónicas kɾɔnikɐʃ
irregularidades iʁɨɡulɐɾidadɨʃ
camonismo kɐmuniʒmu
diretório diɾɛtɔɾju
radiador ʁɐdjɐdoɾ
machista maʃiʃtɐ
hérnia ɛɾnjɐ
funcionalidade fũsjunɐlidadɨ
depressão dɨpɾɨsɐ̃w̃
chaleira ʃɐlɐjɾɐ
veículo vɐikulu
cooperação kupɨɾɐsɐ̃w̃
gangorra ɡɐ̃ɡoʁɐ
herbívoro ɛɾbivuɾu
caridade kɐɾidadɨ
mutualismo mutwɐliʒmu
cás kaʃ
malaia mɐlajɐ
subordinada subuɾdinadɐ
patrocinadora pɐtɾusinɐdoɾɐ
desodorante dɨzɔduɾɐ̃tɨ
blasfémia blɐʃfɛmjɐ
balada bɐladɐ
etimologista itimuluʒiʃtɐ
maravilha mɐɾɐviʎɐ
verniz vɨɾniʃ
iídiche jidiʃɨ
remendo ʁɨmẽdu
Natal aɾvuɾɨ dɨ nɐtal
isoglossa izuɡlɔsɐ
planície plɐnisji
isotopia izutupiɐ
disjunção diʒũsɐ̃w̃
pedreiro pɨdɾɐjɾu
resgate ʁɨʒɡatɨ
farda faɾdɐ
coqueluche kɔkɨluʃɨ
renúncia ʁɨnũsjɐ
bomba ˌkaʁubõbɐ
estreito (i)ʃtɾɐjtu
andaime ɐ̃dajmɨ
logogrifo luɡuɡɾifu
contínuo kõtinwu
covardia kuvɐɾdiɐ
mastografia mɐʃtuɡɾɐfiɐ
marisma mɐɾiʒmɐ
melolonta mɨlulõtɐ
fone fɔnɨ
genérico ʒɨnɛɾiku
oosfera ɔɔʃfɛɾɐ
megâmetro mɨɡɐmɨtɾu
odalisca ɔdɐliʃkɐ
objetividade ɔbʒɛtividadɨ
abaton ɐbɐton
empirista ẽpiɾiʃtɐ
abelmosco ɐbɛlmoʃku
monolinguismo ˌmɔnɔlĩɡwiʒmu
misogamia ˌmizɔɡɐmiɐ
constância kõʃtɐ̃sjɐ
galinheiro ɡɐliɲɐjɾu
ricaço ʁikasu
dignidade diɡnidadɨ
acaricida ɐkɐɾisidɐ
canelas kɐnɛlɐʃ
chapeleiro ʃɐpɨlɐjɾu
canibalismo kɐnibɐliʒmu
aconitina ɐkunitinɐ
actinomicete ɐˌktinɔmisetɨ
suporte supɔɾtɨ
acusma ɐkuʒmɐ
acetosa ɐsɨtozɐ
adelfia ɐdɛlfiɐ
isca iʃkɐ
acidimetria ɐsidimɨtɾiɐ
acidulante ɐsidulɐ̃tɨ
dissertação disɨɾtɐsɐ̃w̃
aedo ɐɛdu
acetonemia ɐsɨtunɨmiɐ
ingratidão ĩɡɾɐtidɐ̃w̃
adamita ɐdɐmitɐ
adamita ɐdɐmitɐ
neurólogo newɾɔluɡu
encruzilhada ẽkɾuziʎadɐ
hino inu
adenopatia ɐdɨnɔpɐtiɐ
africanismo ɐfɾikɐniʒmu
agapanto ɐɡɐpɐ̃tu
africanista ɐfɾikɐniʃtɐ
necrofobia ˌnɛkɾɔfubiɐ
sobreiro subɾɐjɾu
citogenética ˌsituʒɨnɛtikɐ
imunização imunizɐsɐ̃w̃
azinheira ɐziɲɐjɾɐ
paganismo pɐɡɐniʒmu
darwinismo daɾujniʒmu
neoliberalismo ˌnɛɔlibɨɾɐliʒmu
neoimperialismo ˌnɛɔĩpɨɾjɐliʒmu
neocolonialismo ˌnɛɔkulunjɐliʒmu
neonazismo ˌnɛɔnɐziʒmu
astrofísico ˌaʃtɾɔfiziku
alcalimetria alkɐlimɨtɾiɐ
albinismo albiniʒmu
blastoderma blɐʃtudɛɾmɐ
albuminato albuminatu
neuroblasto newɾɔblaʃtu
libelo libɛlu
rostos ʁoʃtuʃ
legos lɛɡuʃ
alisso ɐlisu
alicante ɐlikɐ̃tɨ
alizarina ɐlizɐɾinɐ
mortos mɔɾtuʃ
alienista ɐljɛniʃtɐ
alidada ɐlidadɐ
donos dɔnuʃ
altostrato altuʃtɾatu
ambientalismo ɐ̃bjẽtɐliʒmu
americanista ɐmɨɾikɐniʃtɐ
decolagem dɨkulaʒɐ̃j̃
menoridade mɨnuɾidadɨ
sílfide silfidɨ
amorfismo ɐmuɾfiʒmu
narradora nɐʁɐdoɾɐ
idades idadɨʃ
analogismo ɐnɐluʒiʒmu
falante fɐlɐ̃tɨ
analogista ɐnɐluʒiʃtɐ
referendo ʁɨfɨɾẽdu
aneroide ɐnɨɾɔjdɨ
numismática numiʒmatikɐ
obreira ɔbɾɐjɾɐ
anidrite ɐnidɾitɨ
obreiro ɔbɾɐjɾu
neves ljupaɾdu dɐʒ nɛvɨʃ
negror nɨɡɾoɾ
beira bɐjɾɐ
tíbia tibjɐ
antiautoritarismo ˌɐ̃tiawtuɾitɐɾiʒmu
antiamericanismo ˌɐ̃tiɐmɨɾikɐniʒmu
vulgaridade vulɡɐɾidadɨ
vulto vultu
aglutinante ɐɡlutinɐ̃tɨ
sujeira suʒɐjɾɐ
antidetonante ˌɐ̃tidɨtunɐ̃tɨ
antilogaritmo ˌɐ̃tiluɡɐɾitmu
antiglobalista ˌɐ̃tiɡlubɐliʃtɐ
anticolonialista ˌɐ̃tikulunjɐliʃtɐ
voo vou
antinodo ˌɐ̃tinɔdu
antimilitarismo ˌɐ̃timilitɐɾiʒmu
antimeridiano ˌɐ̃timɨɾidjɐnu
anticolonialismo ˌɐ̃tikulunjɐliʒmu
antirrino ˌɐ̃tiʁinu
anticomunismo ˌɐ̃tikumuniʒmu
antimilitarista ˌɐ̃timilitɐɾiʃtɐ
antiporte ˌɐ̃tipɔɾtɨ
antipapa ˌɐ̃tipapɐ
visibilidade vizibilidadɨ
aortite ɐuɾtitɨ
viscosidade viʃkuzidadɨ
aoristo ɐuɾiʃtu
vitalidade vitɐlidadɨ
ápice apisɨ
aortografia ɐɔɾtɔɡɾɐfiɐ
budismo budiʒmu
orografia ɔɾuɡɾɐfiɐ
acúmulo ɐkumulu
acumulação ɐkumulɐsɐ̃w̃
alativo ɐlɐtivu
ortodontista ɔɾtudõtiʃtɐ
apriorismo ɐpɾiuɾiʒmu
ovoide ɔvɔjdɨ
aracnoide ɐɾɐknɔjdɨ
arabista ɐɾɐbiʃtɐ
émula ɛmulɐ
arabismo ɐɾɐbiʒmu
paleografia pɐljuɡɾɐfiɐ
aristotelismo ɐɾiʃtutɨliʒmu
polaina pulajnɐ
azulejos ɐzulɐ(j)ʒuʃ
argivo ɐɾʒivu
romanche ʁumɐ̃ʃɨ
daltónico daltɔniku
